Index,Date,Open,High,Low,Close,Adj Close,Volume,DayOfWeek,Earnings
4298,2017-02-01,2285.590088,2289.139893,2272.439941,2279.550049,2279.550049,3916610000,Wednesday,13
4299,2017-02-02,2276.689941,2283.969971,2271.649902,2280.850098,2280.850098,3807710000,Thursday,32
4300,2017-02-03,2288.540039,2298.310059,2287.879883,2297.419922,2297.419922,3597970000,Friday,14
4301,2017-02-06,2294.280029,2296.179932,2288.570068,2292.560059,2292.560059,3109050000,Monday,6
4302,2017-02-07,2295.8701170000004,2299.399902,2290.159912,2293.080078,2293.080078,3448690000,Tuesday,19
4303,2017-02-08,2289.550049,2295.909912,2285.379883,2294.669922,2294.669922,3609740000,Wednesday,16
4304,2017-02-09,2296.699951,2311.080078,2296.610107,2307.8701170000004,2307.8701170000004,3677940000,Thursday,18
4305,2017-02-10,2312.27002,2319.22998,2311.100098,2316.100098,2316.100098,3475020000,Friday,8
4306,2017-02-13,2321.719971,2331.580078,2321.419922,2328.25,2328.25,3349730000,Monday,1
4307,2017-02-14,2326.1201170000004,2337.580078,2322.169922,2337.580078,2337.580078,3520910000,Tuesday,9
4308,2017-02-15,2335.580078,2351.300049,2334.810059,2349.25,2349.25,3775590000,Wednesday,8
4309,2017-02-16,2349.639893,2351.310059,2338.8701170000004,2347.219971,2347.219971,3672370000,Thursday,25
4310,2017-02-17,2343.01001,2351.159912,2339.580078,2351.159912,2351.159912,3513060000,Friday,12
4311,2017-02-21,2354.909912,2366.709961,2354.909912,2365.379883,2365.379883,3579780000,Tuesday,9
4312,2017-02-22,2361.110107,2365.129883,2358.340088,2362.820068,2362.820068,3468670000,Wednesday,14
4313,2017-02-23,2367.5,2368.26001,2355.090088,2363.810059,2363.810059,4015260000,Thursday,8
4314,2017-02-24,2355.72998,2367.340088,2352.8701170000004,2367.340088,2367.340088,3831570000,Friday,6
4315,2017-02-27,2365.22998,2371.540039,2361.8701170000004,2369.75,2369.75,3582610000,Monday,2
4316,2017-02-28,2366.080078,2367.790039,2358.959961,2363.639893,2363.639893,4210140000,Tuesday,9
4317,2017-03-01,2380.129883,2400.97998,2380.129883,2395.959961,2395.959961,4345180000,Wednesday,3
4318,2017-03-02,2394.75,2394.75,2380.169922,2381.919922,2381.919922,3821320000,Thursday,5
4319,2017-03-03,2380.919922,2383.889893,2375.389893,2383.1201170000004,2383.1201170000004,3555260000,Friday,2
4320,2017-03-06,2375.22998,2378.800049,2367.97998,2375.310059,2375.310059,3232700000,Monday,0
4321,2017-03-07,2370.73999,2375.1201170000004,2365.51001,2368.389893,2368.389893,3518390000,Tuesday,0
4322,2017-03-08,2369.810059,2373.090088,2361.01001,2362.97998,2362.97998,3812100000,Wednesday,1
4323,2017-03-09,2363.48999,2369.080078,2354.540039,2364.8701170000004,2364.8701170000004,3716340000,Thursday,0
4324,2017-03-10,2372.52002,2376.860107,2363.040039,2372.600098,2372.600098,3432950000,Friday,0
4325,2017-03-13,2371.560059,2374.419922,2368.52002,2373.469971,2373.469971,3133900000,Monday,0
4326,2017-03-14,2368.550049,2368.550049,2358.179932,2365.449951,2365.449951,3172630000,Tuesday,0
4327,2017-03-15,2370.340088,2390.01001,2368.939941,2385.26001,2385.26001,3906840000,Wednesday,0
4328,2017-03-16,2387.709961,2388.100098,2377.179932,2381.379883,2381.379883,3365660000,Thursday,2
4329,2017-03-17,2383.709961,2385.709961,2377.639893,2378.25,2378.25,5178040000,Friday,3
4330,2017-03-20,2378.23999,2379.550049,2369.659912,2373.469971,2373.469971,3054930000,Monday,0
4331,2017-03-21,2379.320068,2381.929932,2341.899902,2344.02002,2344.02002,4265590000,Tuesday,3
4332,2017-03-22,2343.0,2351.810059,2336.449951,2348.449951,2348.449951,3572730000,Wednesday,1
4333,2017-03-23,2345.969971,2358.919922,2342.129883,2345.959961,2345.959961,3260600000,Thursday,4
4334,2017-03-24,2350.419922,2356.219971,2335.73999,2343.97998,2343.97998,2975130000,Friday,1
4335,2017-03-27,2329.110107,2344.899902,2322.25,2341.590088,2341.590088,3240230000,Monday,0
4336,2017-03-28,2339.790039,2363.780029,2337.629883,2358.570068,2358.570068,3367780000,Tuesday,5
4337,2017-03-29,2356.540039,2363.360107,2352.939941,2361.129883,2361.129883,3106940000,Wednesday,1
4338,2017-03-30,2361.310059,2370.419922,2358.580078,2368.060059,2368.060059,3158420000,Thursday,0
4339,2017-03-31,2364.820068,2370.350098,2362.600098,2362.719971,2362.719971,3354110000,Friday,0
4340,2017-04-03,2362.340088,2365.8701170000004,2344.72998,2358.840088,2358.840088,3416400000,Monday,0
4341,2017-04-04,2354.76001,2360.530029,2350.719971,2360.159912,2360.159912,3206240000,Tuesday,1
4342,2017-04-05,2366.590088,2378.360107,2350.52002,2352.949951,2352.949951,3770520000,Wednesday,1
4343,2017-04-06,2353.790039,2364.159912,2348.899902,2357.48999,2357.48999,3201920000,Thursday,2
4344,2017-04-07,2356.590088,2363.76001,2350.73999,2355.540039,2355.540039,3053150000,Friday,0
4345,2017-04-10,2357.159912,2366.3701170000004,2351.5,2357.159912,2357.159912,2785410000,Monday,0
4346,2017-04-11,2353.919922,2355.219971,2337.25,2353.780029,2353.780029,3117420000,Tuesday,0
4347,2017-04-12,2352.149902,2352.719971,2341.179932,2344.929932,2344.929932,3196950000,Wednesday,2
4348,2017-04-13,2341.97998,2348.26001,2328.949951,2328.949951,2328.949951,3143890000,Thursday,4
4349,2017-04-17,2332.6201170000004,2349.139893,2332.51001,2349.01001,2349.01001,2824710000,Monday,2
4350,2017-04-18,2342.530029,2348.350098,2334.540039,2342.189941,2342.189941,3269840000,Tuesday,11
4351,2017-04-19,2346.790039,2352.629883,2335.050049,2338.169922,2338.169922,3519900000,Wednesday,11
4352,2017-04-20,2342.689941,2361.3701170000004,2340.909912,2355.840088,2355.840088,3647420000,Thursday,26
4353,2017-04-21,2354.73999,2356.179932,2344.51001,2348.689941,2348.689941,3503360000,Friday,11
4354,2017-04-24,2370.330078,2376.97998,2369.189941,2374.149902,2374.149902,3690650000,Monday,5
4355,2017-04-25,2381.51001,2392.47998,2381.149902,2388.610107,2388.610107,3995240000,Tuesday,22
4356,2017-04-26,2388.97998,2398.159912,2386.780029,2387.449951,2387.449951,4105920000,Wednesday,26
4357,2017-04-27,2389.699951,2392.100098,2382.679932,2388.77002,2388.77002,4098460000,Thursday,23
4358,2017-04-28,2393.679932,2393.679932,2382.360107,2384.199951,2384.199951,3718270000,Friday,20
4359,2017-05-01,2388.5,2394.48999,2384.830078,2388.330078,2388.330078,3199240000,Monday,5
4360,2017-05-02,2391.050049,2392.929932,2385.820068,2391.169922,2391.169922,3813680000,Tuesday,20
4361,2017-05-03,2386.5,2389.820068,2379.75,2388.129883,2388.129883,3893990000,Wednesday,14
4362,2017-05-04,2389.790039,2391.429932,2380.350098,2389.52002,2389.52002,4362540000,Thursday,13
4363,2017-05-05,2392.3701170000004,2399.290039,2389.379883,2399.290039,2399.290039,3540140000,Friday,6
4364,2017-05-08,2399.939941,2401.360107,2393.919922,2399.379883,2399.379883,3429440000,Monday,4
4365,2017-05-09,2401.580078,2403.8701170000004,2392.439941,2396.919922,2396.919922,3653590000,Tuesday,6
4366,2017-05-10,2396.790039,2399.73999,2392.790039,2399.629883,2399.629883,3643530000,Wednesday,7
4367,2017-05-11,2394.840088,2395.719971,2381.73999,2394.439941,2394.439941,3727420000,Thursday,3
4368,2017-05-12,2392.439941,2392.439941,2387.189941,2390.899902,2390.899902,3305630000,Friday,0
4369,2017-05-15,2393.97998,2404.050049,2393.939941,2402.320068,2402.320068,3473600000,Monday,0
4370,2017-05-16,2404.550049,2405.77002,2396.050049,2400.669922,2400.669922,3420790000,Tuesday,2
4371,2017-05-17,2382.949951,2384.8701170000004,2356.209961,2357.030029,2357.030029,4163000000,Wednesday,2
4372,2017-05-18,2354.689941,2375.73999,2352.719971,2365.719971,2365.719971,4319420000,Thursday,6
4373,2017-05-19,2371.3701170000004,2389.060059,2370.429932,2381.72998,2381.72998,3825160000,Friday,8
4374,2017-05-22,2387.209961,2395.459961,2386.919922,2394.02002,2394.02002,3172830000,Monday,0
4375,2017-05-23,2397.040039,2400.850098,2393.879883,2398.419922,2398.419922,3213570000,Tuesday,4
4376,2017-05-24,2401.409912,2405.580078,2397.98999,2404.389893,2404.389893,3389900000,Wednesday,4
4377,2017-05-25,2409.540039,2418.709961,2408.01001,2415.070068,2415.070068,3535390000,Thursday,8
4378,2017-05-26,2414.5,2416.679932,2412.199951,2415.820068,2415.820068,2805040000,Friday,0
4379,2017-05-30,2411.669922,2415.26001,2409.429932,2412.909912,2412.909912,3203160000,Tuesday,0
4380,2017-05-31,2415.629883,2415.98999,2403.590088,2411.800049,2411.800049,4516110000,Wednesday,2
4381,2017-06-01,2415.649902,2430.060059,2413.540039,2430.060059,2430.060059,3857140000,Thursday,3
4382,2017-06-02,2431.280029,2440.22998,2427.709961,2439.070068,2439.070068,3461680000,Friday,1
4383,2017-06-05,2437.830078,2439.550049,2434.320068,2436.100098,2436.100098,2912600000,Monday,0
4384,2017-06-06,2431.919922,2436.209961,2428.1201170000004,2429.330078,2429.330078,3357840000,Tuesday,0
4385,2017-06-07,2432.030029,2435.280029,2424.75,2433.139893,2433.139893,3572300000,Wednesday,0
4386,2017-06-08,2434.27002,2439.27002,2427.939941,2433.790039,2433.790039,3728860000,Thursday,1
4387,2017-06-09,2436.389893,2446.199951,2415.699951,2431.77002,2431.77002,4027340000,Friday,0
4388,2017-06-12,2425.879883,2430.379883,2419.969971,2429.389893,2429.389893,4027750000,Monday,0
4389,2017-06-13,2434.149902,2441.48999,2431.280029,2440.350098,2440.350098,3275500000,Tuesday,0
4390,2017-06-14,2443.75,2443.75,2428.340088,2437.919922,2437.919922,3555590000,Wednesday,2
4391,2017-06-15,2424.139893,2433.949951,2418.530029,2432.459961,2432.459961,3353050000,Thursday,1
4392,2017-06-16,2431.23999,2433.149902,2422.879883,2433.149902,2433.149902,5284720000,Friday,0
4393,2017-06-19,2442.550049,2453.820068,2441.790039,2453.459961,2453.459961,3264700000,Monday,0
4394,2017-06-20,2450.659912,2450.659912,2436.600098,2437.030029,2437.030029,3416510000,Tuesday,2
4395,2017-06-21,2439.310059,2442.22998,2430.73999,2435.610107,2435.610107,3594820000,Wednesday,3
4396,2017-06-22,2437.399902,2441.6201170000004,2433.27002,2434.5,2434.5,3468210000,Thursday,3
4397,2017-06-23,2434.649902,2441.399902,2431.110107,2438.300049,2438.300049,5278330000,Friday,0
4398,2017-06-26,2443.320068,2450.419922,2437.030029,2439.070068,2439.070068,3238970000,Monday,0
4399,2017-06-27,2436.340088,2440.149902,2419.379883,2419.379883,2419.379883,3563910000,Tuesday,2
4400,2017-06-28,2428.699951,2442.969971,2428.02002,2440.689941,2440.689941,3500800000,Wednesday,2
4401,2017-06-29,2442.379883,2442.72998,2405.699951,2419.699951,2419.699951,3900280000,Thursday,5
4402,2017-06-30,2429.199951,2432.709961,2421.649902,2423.409912,2423.409912,3361590000,Friday,2
4403,2017-07-03,2431.389893,2439.169922,2428.689941,2429.01001,2429.01001,1962290000,Monday,0
4404,2017-07-05,2430.780029,2434.899902,2422.050049,2432.540039,2432.540039,3367220000,Wednesday,0
4405,2017-07-06,2423.439941,2424.280029,2407.699951,2409.75,2409.75,3364520000,Thursday,0
4406,2017-07-07,2413.52002,2426.919922,2413.52002,2425.179932,2425.179932,2901330000,Friday,0
4407,2017-07-10,2424.51001,2432.0,2422.27002,2427.429932,2427.429932,2999130000,Monday,0
4408,2017-07-11,2427.350098,2429.300049,2412.790039,2425.530029,2425.530029,3106750000,Tuesday,1
4409,2017-07-12,2435.75,2445.76001,2435.75,2443.25,2443.25,3171620000,Wednesday,1
4410,2017-07-13,2444.98999,2449.320068,2441.689941,2447.830078,2447.830078,3067670000,Thursday,1
4411,2017-07-14,2449.159912,2463.540039,2446.689941,2459.27002,2459.27002,2736640000,Friday,4
4412,2017-07-17,2459.5,2462.820068,2457.159912,2459.139893,2459.139893,2793170000,Monday,2
4413,2017-07-18,2455.879883,2460.919922,2450.340088,2460.610107,2460.610107,2962130000,Tuesday,11
4414,2017-07-19,2463.850098,2473.830078,2463.850098,2473.830078,2473.830078,3059760000,Wednesday,11
4415,2017-07-20,2475.560059,2477.6201170000004,2468.429932,2473.449951,2473.449951,3182780000,Thursday,22
4416,2017-07-21,2467.399902,2472.540039,2465.060059,2472.540039,2472.540039,3059570000,Friday,21
4417,2017-07-24,2472.040039,2473.100098,2466.320068,2469.909912,2469.909912,3010240000,Monday,6
4418,2017-07-25,2477.879883,2481.23999,2474.909912,2477.129883,2477.129883,4108060000,Tuesday,18
4419,2017-07-26,2479.969971,2481.689941,2474.939941,2477.830078,2477.830078,3557020000,Wednesday,27
4420,2017-07-27,2482.76001,2484.040039,2459.929932,2475.419922,2475.419922,3995520000,Thursday,17
4421,2017-07-28,2469.1201170000004,2473.530029,2464.659912,2472.100098,2472.100098,3294770000,Friday,21
4422,2017-07-31,2475.939941,2477.959961,2468.530029,2470.300049,2470.300049,3469210000,Monday,4
4423,2017-08-01,2477.100098,2478.51001,2471.139893,2476.350098,2476.350098,3460860000,Tuesday,17
4424,2017-08-02,2480.379883,2480.379883,2466.47998,2477.570068,2477.570068,3478580000,Wednesday,15
4425,2017-08-03,2476.030029,2476.030029,2468.850098,2472.159912,2472.159912,3645020000,Thursday,18
4426,2017-08-04,2476.879883,2480.0,2472.080078,2476.830078,2476.830078,3235140000,Friday,7
4427,2017-08-07,2477.139893,2480.949951,2475.879883,2480.909912,2480.909912,2931780000,Monday,1
4428,2017-08-08,2478.350098,2490.8701170000004,2470.320068,2474.919922,2474.919922,3344640000,Tuesday,7
4429,2017-08-09,2465.350098,2474.409912,2462.080078,2474.02002,2474.02002,3308060000,Wednesday,4
4430,2017-08-10,2465.379883,2465.379883,2437.75,2438.209961,2438.209961,3621070000,Thursday,3
4431,2017-08-11,2441.040039,2448.090088,2437.850098,2441.320068,2441.320068,3159930000,Friday,2
4432,2017-08-14,2454.959961,2468.219971,2454.959961,2465.840088,2465.840088,2822550000,Monday,1
4433,2017-08-15,2468.659912,2468.899902,2461.610107,2464.610107,2464.610107,2913100000,Tuesday,3
4434,2017-08-16,2468.629883,2474.929932,2463.860107,2468.110107,2468.110107,2953650000,Wednesday,3
4435,2017-08-17,2462.949951,2465.02002,2430.01001,2430.01001,2430.01001,3142620000,Thursday,6
4436,2017-08-18,2427.639893,2440.27002,2420.689941,2425.550049,2425.550049,3415680000,Friday,5
4437,2017-08-21,2425.5,2430.580078,2417.350098,2428.3701170000004,2428.3701170000004,2788150000,Monday,0
4438,2017-08-22,2433.75,2454.77002,2433.669922,2452.51001,2452.51001,2777490000,Tuesday,2
4439,2017-08-23,2444.879883,2448.909912,2441.419922,2444.040039,2444.040039,2785290000,Wednesday,3
4440,2017-08-24,2447.909912,2450.389893,2436.189941,2438.969971,2438.969971,2846590000,Thursday,6
4441,2017-08-25,2444.719971,2453.959961,2442.219971,2443.050049,2443.050049,2588780000,Friday,2
4442,2017-08-28,2447.350098,2449.1201170000004,2439.030029,2444.23999,2444.23999,2677700000,Monday,0
4443,2017-08-29,2431.939941,2449.189941,2428.199951,2446.300049,2446.300049,2737580000,Tuesday,1
4444,2017-08-30,2446.060059,2460.310059,2443.77002,2457.590088,2457.590088,2633660000,Wednesday,2
4445,2017-08-31,2462.649902,2475.01001,2462.649902,2471.649902,2471.649902,3348110000,Thursday,3
4446,2017-09-01,2474.419922,2480.379883,2473.850098,2476.550049,2476.550049,2710730000,Friday,0
4447,2017-09-05,2470.350098,2471.969971,2446.550049,2457.850098,2457.850098,3490260000,Tuesday,0
4448,2017-09-06,2463.830078,2469.639893,2459.199951,2465.540039,2465.540039,3374410000,Wednesday,1
4449,2017-09-07,2468.060059,2468.6201170000004,2460.290039,2465.100098,2465.100098,3353930000,Thursday,0
4450,2017-09-08,2462.25,2467.110107,2459.399902,2461.429932,2461.429932,3302490000,Friday,1
4451,2017-09-11,2474.52002,2488.949951,2474.52002,2488.110107,2488.110107,3291760000,Monday,0
4452,2017-09-12,2491.939941,2496.77002,2490.3701170000004,2496.47998,2496.47998,3230920000,Tuesday,0
4453,2017-09-13,2493.889893,2498.3701170000004,2492.139893,2498.3701170000004,2498.3701170000004,3368050000,Wednesday,0
4454,2017-09-14,2494.560059,2498.429932,2491.350098,2495.6201170000004,2495.6201170000004,3414460000,Thursday,0
4455,2017-09-15,2495.669922,2500.22998,2493.159912,2500.22998,2500.22998,4853170000,Friday,1
4456,2017-09-18,2502.51001,2508.320068,2499.919922,2503.8701170000004,2503.8701170000004,3194300000,Monday,0
4457,2017-09-19,2506.290039,2507.840088,2503.189941,2506.649902,2506.649902,3249100000,Tuesday,3
4458,2017-09-20,2506.840088,2508.850098,2496.669922,2508.23999,2508.23999,3530010000,Wednesday,2
4459,2017-09-21,2507.159912,2507.159912,2499.0,2500.600098,2500.600098,2930860000,Thursday,0
4460,2017-09-22,2497.26001,2503.469971,2496.540039,2502.219971,2502.219971,2865960000,Friday,1
4461,2017-09-25,2499.389893,2502.540039,2488.030029,2496.659912,2496.659912,3297890000,Monday,0
4462,2017-09-26,2501.040039,2503.51001,2495.1201170000004,2496.840088,2496.840088,3043110000,Tuesday,4
4463,2017-09-27,2503.300049,2511.75,2495.909912,2507.040039,2507.040039,3456030000,Wednesday,3
4464,2017-09-28,2503.409912,2510.810059,2502.929932,2510.060059,2510.060059,3168620000,Thursday,3
4465,2017-09-29,2509.959961,2519.439941,2507.98999,2519.360107,2519.360107,3211920000,Friday,0
4466,2017-10-02,2521.199951,2529.22998,2520.399902,2529.1201170000004,2529.1201170000004,3199730000,Monday,0
4467,2017-10-03,2530.340088,2535.129883,2528.850098,2534.580078,2534.580078,3068850000,Tuesday,2
4468,2017-10-04,2533.47998,2540.530029,2531.800049,2537.73999,2537.73999,3017120000,Wednesday,2
4469,2017-10-05,2540.860107,2552.51001,2540.02002,2552.070068,2552.070068,3045120000,Thursday,3
4470,2017-10-06,2547.439941,2549.409912,2543.790039,2549.330078,2549.330078,2884570000,Friday,0
4471,2017-10-09,2551.389893,2551.820068,2541.600098,2544.72998,2544.72998,2483970000,Monday,0
4472,2017-10-10,2549.98999,2555.22998,2544.860107,2550.639893,2550.639893,2960500000,Tuesday,0
4473,2017-10-11,2550.6201170000004,2555.23999,2547.949951,2555.23999,2555.23999,2976090000,Wednesday,3
4474,2017-10-12,2552.879883,2555.330078,2548.310059,2550.929932,2550.929932,3151510000,Thursday,2
4475,2017-10-13,2555.659912,2557.649902,2552.090088,2553.169922,2553.169922,3149440000,Friday,4
4476,2017-10-16,2555.570068,2559.469971,2552.639893,2557.639893,2557.639893,2916020000,Monday,1
4477,2017-10-17,2557.169922,2559.709961,2554.689941,2559.360107,2559.360107,2889390000,Tuesday,12
4478,2017-10-18,2562.8701170000004,2564.110107,2559.669922,2561.26001,2561.26001,2998090000,Wednesday,7
4479,2017-10-19,2553.389893,2562.360107,2547.919922,2562.100098,2562.100098,2990710000,Thursday,24
4480,2017-10-20,2567.560059,2575.439941,2567.560059,2575.209961,2575.209961,3384650000,Friday,11
4481,2017-10-23,2578.080078,2578.290039,2564.330078,2564.97998,2564.97998,3211710000,Monday,11
4482,2017-10-24,2568.659912,2572.179932,2565.580078,2569.129883,2569.129883,3427330000,Tuesday,20
4483,2017-10-25,2566.52002,2567.399902,2544.0,2557.149902,2557.149902,3874510000,Wednesday,26
4484,2017-10-26,2560.080078,2567.070068,2559.800049,2560.399902,2560.399902,3869050000,Thursday,20
4485,2017-10-27,2570.26001,2582.97998,2565.939941,2581.070068,2581.070068,3887110000,Friday,20
4486,2017-10-30,2577.75,2580.030029,2568.25,2572.830078,2572.830078,3658870000,Monday,4
4487,2017-10-31,2575.98999,2578.290039,2572.149902,2575.26001,2575.26001,3827230000,Tuesday,18
4488,2017-11-01,2583.209961,2588.399902,2574.919922,2579.360107,2579.360107,3813180000,Wednesday,14
4489,2017-11-02,2579.459961,2581.110107,2566.169922,2579.850098,2579.850098,4048270000,Thursday,23
4490,2017-11-03,2581.929932,2588.419922,2576.77002,2587.840088,2587.840088,3567710000,Friday,12
4491,2017-11-06,2587.469971,2593.379883,2585.659912,2591.129883,2591.129883,3539080000,Monday,3
4492,2017-11-07,2592.110107,2597.02002,2584.350098,2590.639893,2590.639893,3809650000,Tuesday,5
4493,2017-11-08,2588.709961,2595.469971,2585.02002,2594.379883,2594.379883,3899360000,Wednesday,3
4494,2017-11-09,2584.0,2586.5,2566.330078,2584.6201170000004,2584.6201170000004,3831610000,Thursday,10
4495,2017-11-10,2580.179932,2583.810059,2575.570068,2582.300049,2582.300049,3486910000,Friday,3
4496,2017-11-13,2576.530029,2587.659912,2574.47998,2584.840088,2584.840088,3402930000,Monday,1
4497,2017-11-14,2577.75,2579.659912,2566.560059,2578.8701170000004,2578.8701170000004,3641760000,Tuesday,3
4498,2017-11-15,2569.449951,2572.840088,2557.449951,2564.6201170000004,2564.6201170000004,3558890000,Wednesday,2
4499,2017-11-16,2572.949951,2590.090088,2572.949951,2585.639893,2585.639893,3312710000,Thursday,9
4500,2017-11-17,2582.939941,2583.959961,2577.6201170000004,2578.850098,2578.850098,3300160000,Friday,3
4501,2017-11-20,2579.48999,2584.639893,2578.23999,2582.139893,2582.139893,3003540000,Monday,0
4502,2017-11-21,2589.169922,2601.189941,2589.169922,2599.030029,2599.030029,3332720000,Tuesday,9
4503,2017-11-22,2600.310059,2600.939941,2595.22998,2597.080078,2597.080078,2762950000,Wednesday,4
4504,2017-11-24,2600.419922,2604.209961,2600.419922,2602.419922,2602.419922,1349780000,Friday,0
4505,2017-11-27,2602.659912,2606.409912,2598.8701170000004,2601.419922,2601.419922,3006860000,Monday,0
4506,2017-11-28,2605.939941,2627.689941,2605.439941,2627.040039,2627.040039,3488420000,Tuesday,0
4507,2017-11-29,2627.820068,2634.889893,2620.320068,2626.070068,2626.070068,4078280000,Wednesday,2
4508,2017-11-30,2633.929932,2657.73999,2633.929932,2647.580078,2647.580078,4938490000,Thursday,3
4509,2017-12-01,2645.100098,2650.6201170000004,2605.52002,2642.219971,2642.219971,3942320000,Friday,0
4510,2017-12-04,2657.189941,2665.189941,2639.030029,2639.439941,2639.439941,4023150000,Monday,0
4511,2017-12-05,2639.780029,2648.719971,2627.72998,2629.570068,2629.570068,3539040000,Tuesday,1
4512,2017-12-06,2626.23999,2634.409912,2624.75,2629.27002,2629.27002,3229000000,Wednesday,1
4513,2017-12-07,2628.379883,2640.98999,2626.530029,2636.97998,2636.97998,3292400000,Thursday,3
4514,2017-12-08,2646.209961,2651.649902,2644.100098,2651.5,2651.5,3106150000,Friday,0
4515,2017-12-11,2652.189941,2660.330078,2651.469971,2659.98999,2659.98999,3091950000,Monday,0
4516,2017-12-12,2661.72998,2669.719971,2659.780029,2664.110107,2664.110107,3555680000,Tuesday,0
4517,2017-12-13,2667.590088,2671.879883,2662.850098,2662.850098,2662.850098,3542370000,Wednesday,1
4518,2017-12-14,2665.8701170000004,2668.090088,2652.01001,2652.01001,2652.01001,3430030000,Thursday,1
4519,2017-12-15,2660.629883,2679.629883,2659.139893,2675.810059,2675.810059,5723920000,Friday,2
4520,2017-12-18,2685.919922,2694.969971,2685.919922,2690.159912,2690.159912,3724660000,Monday,0
4521,2017-12-19,2692.709961,2694.439941,2680.73999,2681.469971,2681.469971,3368590000,Tuesday,3
4522,2017-12-20,2688.179932,2691.01001,2676.110107,2679.25,2679.25,3241030000,Wednesday,3
4523,2017-12-21,2683.02002,2692.639893,2682.399902,2684.570068,2684.570068,3273390000,Thursday,4
4524,2017-12-22,2684.219971,2685.350098,2678.129883,2683.340088,2683.340088,2399830000,Friday,2
4525,2017-12-26,2679.090088,2682.73999,2677.959961,2680.5,2680.5,1968780000,Tuesday,0
4526,2017-12-27,2682.100098,2685.639893,2678.909912,2682.6201170000004,2682.6201170000004,2202080000,Wednesday,0
4527,2017-12-28,2686.100098,2687.659912,2682.689941,2687.540039,2687.540039,2153330000,Thursday,0
4528,2017-12-29,2689.149902,2692.1201170000004,2673.610107,2673.610107,2673.610107,2443490000,Friday,0
4529,2018-01-02,2683.72998,2695.889893,2682.360107,2695.810059,2695.810059,3367250000,Tuesday,0
4530,2018-01-03,2697.850098,2714.3701170000004,2697.77002,2713.060059,2713.060059,3538660000,Wednesday,0
4531,2018-01-04,2719.310059,2729.290039,2719.070068,2723.98999,2723.98999,3695260000,Thursday,1
4532,2018-01-05,2731.330078,2743.449951,2727.919922,2743.149902,2743.149902,3236620000,Friday,1
4533,2018-01-08,2742.669922,2748.51001,2737.600098,2747.709961,2747.709961,3242650000,Monday,0
4534,2018-01-09,2751.149902,2759.139893,2747.860107,2751.290039,2751.290039,3453480000,Tuesday,3
4535,2018-01-10,2745.550049,2750.800049,2736.060059,2748.22998,2748.22998,3576350000,Wednesday,1
4536,2018-01-11,2752.969971,2767.560059,2752.780029,2767.560059,2767.560059,3641320000,Thursday,2
4537,2018-01-12,2770.179932,2787.850098,2769.639893,2786.23999,2786.23999,3573970000,Friday,4
4538,2018-01-16,2798.959961,2807.540039,2768.639893,2776.419922,2776.419922,4325970000,Tuesday,4
4539,2018-01-17,2784.98999,2807.040039,2778.379883,2802.560059,2802.560059,3778050000,Wednesday,6
4540,2018-01-18,2802.399902,2805.830078,2792.560059,2798.030029,2798.030029,3681470000,Thursday,8
4541,2018-01-19,2802.600098,2810.330078,2798.080078,2810.300049,2810.300049,3639430000,Friday,9
4542,2018-01-22,2809.159912,2833.030029,2808.1201170000004,2832.969971,2832.969971,3471780000,Monday,3
